NomeGrafo,Vertice,CentralidadeIntermediacao
DI-NEARP-n442-Q2k,434,0
DI-NEARP-n442-Q2k,435,0
DI-NEARP-n442-Q2k,436,2
DI-NEARP-n442-Q2k,437,211614
DI-NEARP-n442-Q2k,438,0
DI-NEARP-n442-Q2k,439,0
DI-NEARP-n442-Q2k,440,1518
DI-NEARP-n442-Q2k,441,1632
DI-NEARP-n442-Q2k,442,0
DI-NEARP-n442-Q2k,443,1518
DI-NEARP-n442-Q2k,444,0
DI-NEARP-n442-Q2k,445,3034
DI-NEARP-n442-Q2k,446,0
DI-NEARP-n442-Q2k,447,0
DI-NEARP-n442-Q2k,448,3042
DI-NEARP-n442-Q2k,449,0
DI-NEARP-n442-Q2k,450,98370
DI-NEARP-n442-Q2k,451,62726
DI-NEARP-n442-Q2k,452,0
DI-NEARP-n442-Q2k,453,0
DI-NEARP-n442-Q2k,454,0
DI-NEARP-n442-Q2k,455,0
DI-NEARP-n442-Q2k,456,53944
DI-NEARP-n442-Q2k,457,640
DI-NEARP-n442-Q2k,458,1516
DI-NEARP-n442-Q2k,459,11762
DI-NEARP-n442-Q2k,460,34
DI-NEARP-n442-Q2k,461,1532
DI-NEARP-n442-Q2k,462,10316
DI-NEARP-n442-Q2k,463,4546
DI-NEARP-n442-Q2k,464,16490
DI-NEARP-n442-Q2k,465,4500
DI-NEARP-n442-Q2k,466,47880
DI-NEARP-n442-Q2k,467,1518
DI-NEARP-n442-Q2k,468,6144
DI-NEARP-n442-Q2k,469,574
DI-NEARP-n442-Q2k,470,3946
DI-NEARP-n442-Q2k,471,9348
DI-NEARP-n442-Q2k,472,2426
DI-NEARP-n442-Q2k,473,3702
DI-NEARP-n442-Q2k,474,0
DI-NEARP-n442-Q2k,475,0
DI-NEARP-n442-Q2k,476,9010
DI-NEARP-n442-Q2k,477,4542
DI-NEARP-n442-Q2k,478,0
DI-NEARP-n442-Q2k,479,1380
DI-NEARP-n442-Q2k,480,0
DI-NEARP-n442-Q2k,481,4526
DI-NEARP-n442-Q2k,482,7554
DI-NEARP-n442-Q2k,483,0
DI-NEARP-n442-Q2k,484,0
DI-NEARP-n442-Q2k,485,78
DI-NEARP-n442-Q2k,486,3182
DI-NEARP-n442-Q2k,487,7468
DI-NEARP-n442-Q2k,488,0
DI-NEARP-n442-Q2k,489,1242
DI-NEARP-n442-Q2k,490,3042
DI-NEARP-n442-Q2k,491,5912
DI-NEARP-n442-Q2k,492,0
DI-NEARP-n442-Q2k,493,10320
DI-NEARP-n442-Q2k,494,1268
DI-NEARP-n442-Q2k,495,1730
DI-NEARP-n442-Q2k,496,3004
DI-NEARP-n442-Q2k,497,13220
DI-NEARP-n442-Q2k,498,4400
DI-NEARP-n442-Q2k,499,13300
DI-NEARP-n442-Q2k,500,1406
DI-NEARP-n442-Q2k,501,26658
DI-NEARP-n442-Q2k,502,24188
DI-NEARP-n442-Q2k,503,3308
DI-NEARP-n442-Q2k,504,5856
DI-NEARP-n442-Q2k,505,7896
DI-NEARP-n442-Q2k,506,1518
DI-NEARP-n442-Q2k,507,26674
DI-NEARP-n442-Q2k,508,1448
DI-NEARP-n442-Q2k,509,2328
DI-NEARP-n442-Q2k,510,21508
DI-NEARP-n442-Q2k,511,16860
DI-NEARP-n442-Q2k,512,2416
DI-NEARP-n442-Q2k,513,10806
DI-NEARP-n442-Q2k,514,20110
DI-NEARP-n442-Q2k,515,14678
DI-NEARP-n442-Q2k,516,28176
DI-NEARP-n442-Q2k,517,30006
DI-NEARP-n442-Q2k,518,32870
DI-NEARP-n442-Q2k,519,17244
DI-NEARP-n442-Q2k,520,15840
DI-NEARP-n442-Q2k,521,7872
DI-NEARP-n442-Q2k,522,4668
DI-NEARP-n442-Q2k,523,26970
DI-NEARP-n442-Q2k,524,10946
DI-NEARP-n442-Q2k,525,4636
DI-NEARP-n442-Q2k,526,68164
DI-NEARP-n442-Q2k,527,72666
DI-NEARP-n442-Q2k,528,0
DI-NEARP-n442-Q2k,529,4110
DI-NEARP-n442-Q2k,530,0
DI-NEARP-n442-Q2k,531,16232
DI-NEARP-n442-Q2k,532,61990
DI-NEARP-n442-Q2k,533,584
DI-NEARP-n442-Q2k,534,1486
DI-NEARP-n442-Q2k,535,121390
DI-NEARP-n442-Q2k,536,124884
DI-NEARP-n442-Q2k,537,36846
DI-NEARP-n442-Q2k,538,36896
DI-NEARP-n442-Q2k,539,10632
DI-NEARP-n442-Q2k,540,11314
DI-NEARP-n442-Q2k,541,1166
DI-NEARP-n442-Q2k,542,11194
DI-NEARP-n442-Q2k,543,5660
DI-NEARP-n442-Q2k,544,2420
DI-NEARP-n442-Q2k,545,31884
DI-NEARP-n442-Q2k,546,15364
DI-NEARP-n442-Q2k,547,119164
DI-NEARP-n442-Q2k,548,1518
DI-NEARP-n442-Q2k,549,67054
DI-NEARP-n442-Q2k,550,14354
DI-NEARP-n442-Q2k,551,6064
DI-NEARP-n442-Q2k,552,31244
DI-NEARP-n442-Q2k,553,118434
DI-NEARP-n442-Q2k,554,86252
DI-NEARP-n442-Q2k,555,7630
DI-NEARP-n442-Q2k,556,17182
DI-NEARP-n442-Q2k,557,18866
DI-NEARP-n442-Q2k,558,24648
DI-NEARP-n442-Q2k,559,2266
DI-NEARP-n442-Q2k,560,140516
DI-NEARP-n442-Q2k,561,16384
DI-NEARP-n442-Q2k,562,129030
DI-NEARP-n442-Q2k,563,27340
DI-NEARP-n442-Q2k,564,58512
DI-NEARP-n442-Q2k,565,13710
DI-NEARP-n442-Q2k,566,460
DI-NEARP-n442-Q2k,567,1702
DI-NEARP-n442-Q2k,568,28512
DI-NEARP-n442-Q2k,569,1518
DI-NEARP-n442-Q2k,570,23412
DI-NEARP-n442-Q2k,571,27536
DI-NEARP-n442-Q2k,572,53908
DI-NEARP-n442-Q2k,573,10188
DI-NEARP-n442-Q2k,574,53600
DI-NEARP-n442-Q2k,575,2188
DI-NEARP-n442-Q2k,576,7382
DI-NEARP-n442-Q2k,577,2894
DI-NEARP-n442-Q2k,578,1706
DI-NEARP-n442-Q2k,579,0
DI-NEARP-n442-Q2k,580,53872
DI-NEARP-n442-Q2k,581,52774
DI-NEARP-n442-Q2k,582,2278
DI-NEARP-n442-Q2k,583,15176
DI-NEARP-n442-Q2k,584,39944
DI-NEARP-n442-Q2k,585,34576
DI-NEARP-n442-Q2k,586,10494
DI-NEARP-n442-Q2k,587,131330
DI-NEARP-n442-Q2k,588,118284
DI-NEARP-n442-Q2k,589,0
DI-NEARP-n442-Q2k,590,12710
DI-NEARP-n442-Q2k,591,19854
DI-NEARP-n442-Q2k,592,13544
DI-NEARP-n442-Q2k,593,4502
DI-NEARP-n442-Q2k,594,2964
DI-NEARP-n442-Q2k,595,14924
DI-NEARP-n442-Q2k,596,5818
DI-NEARP-n442-Q2k,597,13456
DI-NEARP-n442-Q2k,598,7432
DI-NEARP-n442-Q2k,599,4298
DI-NEARP-n442-Q2k,600,8550
DI-NEARP-n442-Q2k,601,3034
DI-NEARP-n442-Q2k,602,201142
DI-NEARP-n442-Q2k,603,652
DI-NEARP-n442-Q2k,604,6076
DI-NEARP-n442-Q2k,605,7980
DI-NEARP-n442-Q2k,606,74770
DI-NEARP-n442-Q2k,607,17614
DI-NEARP-n442-Q2k,608,45908
DI-NEARP-n442-Q2k,609,15630
DI-NEARP-n442-Q2k,610,3372
DI-NEARP-n442-Q2k,611,742
DI-NEARP-n442-Q2k,612,200794
DI-NEARP-n442-Q2k,613,7944
DI-NEARP-n442-Q2k,614,0
DI-NEARP-n442-Q2k,615,37730
DI-NEARP-n442-Q2k,616,6054
DI-NEARP-n442-Q2k,617,7550
DI-NEARP-n442-Q2k,618,59144
DI-NEARP-n442-Q2k,619,1730
DI-NEARP-n442-Q2k,620,5184
DI-NEARP-n442-Q2k,621,13120
DI-NEARP-n442-Q2k,622,6982
DI-NEARP-n442-Q2k,623,69630
DI-NEARP-n442-Q2k,624,1616
DI-NEARP-n442-Q2k,625,2664
DI-NEARP-n442-Q2k,626,140344
DI-NEARP-n442-Q2k,627,1484
DI-NEARP-n442-Q2k,628,504
DI-NEARP-n442-Q2k,629,63932
DI-NEARP-n442-Q2k,630,0
DI-NEARP-n442-Q2k,631,3032
DI-NEARP-n442-Q2k,632,12018
DI-NEARP-n442-Q2k,633,10608
DI-NEARP-n442-Q2k,634,12336
DI-NEARP-n442-Q2k,635,6054
DI-NEARP-n442-Q2k,636,25082
DI-NEARP-n442-Q2k,637,23020
DI-NEARP-n442-Q2k,638,48678
DI-NEARP-n442-Q2k,639,9156
DI-NEARP-n442-Q2k,640,4774
DI-NEARP-n442-Q2k,641,1548
DI-NEARP-n442-Q2k,642,3056
DI-NEARP-n442-Q2k,643,142140
DI-NEARP-n442-Q2k,644,0
DI-NEARP-n442-Q2k,645,8858
DI-NEARP-n442-Q2k,646,1848
DI-NEARP-n442-Q2k,647,6912
DI-NEARP-n442-Q2k,648,29538
DI-NEARP-n442-Q2k,649,62534
DI-NEARP-n442-Q2k,650,4568
DI-NEARP-n442-Q2k,651,7798
DI-NEARP-n442-Q2k,652,37706
DI-NEARP-n442-Q2k,653,11336
DI-NEARP-n442-Q2k,654,54836
DI-NEARP-n442-Q2k,655,10606
DI-NEARP-n442-Q2k,656,6054
DI-NEARP-n442-Q2k,657,65114
DI-NEARP-n442-Q2k,658,6032
DI-NEARP-n442-Q2k,659,42150
DI-NEARP-n442-Q2k,660,8570
DI-NEARP-n442-Q2k,661,17480
DI-NEARP-n442-Q2k,662,110974
DI-NEARP-n442-Q2k,663,0
DI-NEARP-n442-Q2k,664,0
DI-NEARP-n442-Q2k,665,8668
DI-NEARP-n442-Q2k,666,130168
DI-NEARP-n442-Q2k,667,35244
DI-NEARP-n442-Q2k,668,32432
DI-NEARP-n442-Q2k,669,0
DI-NEARP-n442-Q2k,670,0
DI-NEARP-n442-Q2k,671,0
DI-NEARP-n442-Q2k,672,43514
DI-NEARP-n442-Q2k,673,11074
DI-NEARP-n442-Q2k,674,0
DI-NEARP-n442-Q2k,675,206656
DI-NEARP-n442-Q2k,676,0
DI-NEARP-n442-Q2k,677,0
DI-NEARP-n442-Q2k,678,1972
DI-NEARP-n442-Q2k,679,55988
DI-NEARP-n442-Q2k,680,59636
DI-NEARP-n442-Q2k,681,97470
DI-NEARP-n442-Q2k,682,54752
DI-NEARP-n442-Q2k,683,198114
DI-NEARP-n442-Q2k,684,39816
DI-NEARP-n442-Q2k,685,49072
DI-NEARP-n442-Q2k,686,41568
DI-NEARP-n442-Q2k,687,12670
DI-NEARP-n442-Q2k,688,13422
DI-NEARP-n442-Q2k,689,43378
DI-NEARP-n442-Q2k,690,2520
DI-NEARP-n442-Q2k,691,36388
DI-NEARP-n442-Q2k,692,0
DI-NEARP-n442-Q2k,693,63710
DI-NEARP-n442-Q2k,694,38644
DI-NEARP-n442-Q2k,695,0
DI-NEARP-n442-Q2k,696,46026
DI-NEARP-n442-Q2k,697,214504
DI-NEARP-n442-Q2k,698,207064
DI-NEARP-n442-Q2k,699,46964
DI-NEARP-n442-Q2k,700,219036
DI-NEARP-n442-Q2k,701,212906
DI-NEARP-n442-Q2k,702,0
DI-NEARP-n442-Q2k,703,45800
DI-NEARP-n442-Q2k,704,64610
DI-NEARP-n442-Q2k,705,6362
DI-NEARP-n442-Q2k,706,140974
DI-NEARP-n442-Q2k,707,12622
DI-NEARP-n442-Q2k,708,33664
DI-NEARP-n442-Q2k,709,33190
DI-NEARP-n442-Q2k,710,38492
DI-NEARP-n442-Q2k,711,2346
DI-NEARP-n442-Q2k,712,14480
DI-NEARP-n442-Q2k,713,57602
DI-NEARP-n442-Q2k,714,201958
DI-NEARP-n442-Q2k,715,213730
DI-NEARP-n442-Q2k,716,4476
DI-NEARP-n442-Q2k,717,6480
DI-NEARP-n442-Q2k,718,25966
DI-NEARP-n442-Q2k,719,3772
DI-NEARP-n442-Q2k,720,50124
DI-NEARP-n442-Q2k,721,108154
DI-NEARP-n442-Q2k,722,38730
DI-NEARP-n442-Q2k,723,4234
DI-NEARP-n442-Q2k,724,159066
DI-NEARP-n442-Q2k,725,18306
DI-NEARP-n442-Q2k,726,1586
DI-NEARP-n442-Q2k,727,1714
DI-NEARP-n442-Q2k,728,1106
DI-NEARP-n442-Q2k,729,3344
DI-NEARP-n442-Q2k,730,103962
DI-NEARP-n442-Q2k,731,29750
DI-NEARP-n442-Q2k,732,32310
DI-NEARP-n442-Q2k,733,1526
DI-NEARP-n442-Q2k,734,125464
DI-NEARP-n442-Q2k,735,122728
DI-NEARP-n442-Q2k,736,51914
DI-NEARP-n442-Q2k,737,34530
DI-NEARP-n442-Q2k,738,0
DI-NEARP-n442-Q2k,739,15704
DI-NEARP-n442-Q2k,740,13220
DI-NEARP-n442-Q2k,741,212126
DI-NEARP-n442-Q2k,742,4530
DI-NEARP-n442-Q2k,743,107688
DI-NEARP-n442-Q2k,744,4522
DI-NEARP-n442-Q2k,745,145252
DI-NEARP-n442-Q2k,746,3034
DI-NEARP-n442-Q2k,747,14362
DI-NEARP-n442-Q2k,748,11462
DI-NEARP-n442-Q2k,749,254052
DI-NEARP-n442-Q2k,750,148422
DI-NEARP-n442-Q2k,751,12032
DI-NEARP-n442-Q2k,752,0
DI-NEARP-n442-Q2k,753,54314
DI-NEARP-n442-Q2k,754,2498
DI-NEARP-n442-Q2k,755,6054
DI-NEARP-n442-Q2k,756,3720
DI-NEARP-n442-Q2k,757,68
DI-NEARP-n442-Q2k,758,42204
DI-NEARP-n442-Q2k,759,1518
DI-NEARP-n442-Q2k,760,60542
DI-NEARP-n442-Q2k,761,53080
BHW10,1,0
BHW10,2,298
BHW10,3,0
BHW10,4,594
BHW10,5,362
BHW10,6,0
BHW10,7,328
BHW10,8,402
BHW10,9,524
BHW10,10,642
BHW10,11,1210
BHW10,12,786
BHW10,13,80
BHW10,14,32
BHW10,15,270
BHW10,16,126
BHW10,17,0
BHW10,18,934
BHW10,19,1046
BHW10,20,620
BHW10,21,1426
BHW10,22,1316
BHW10,23,606
BHW10,24,572
BHW10,25,466
BHW10,26,346
BHW10,27,0
BHW10,28,30
BHW10,29,0
BHW10,30,0
BHW10,31,562
BHW10,32,474
BHW10,33,194
BHW10,34,0
BHW10,35,202
BHW10,36,0
BHW10,37,262
BHW10,38,0
BHW10,39,376
BHW10,40,454
BHW10,41,816
BHW10,42,1142
BHW10,43,718
BHW10,44,1524
BHW10,45,0
BHW10,46,1362
BHW10,47,1762
BHW10,48,322
BHW10,49,1700
BHW10,50,738
BHW10,51,1052
BHW10,52,218
BHW10,53,102
BHW10,54,0
BHW10,55,0
BHW10,56,412
BHW10,57,176
BHW10,58,1178
BHW10,59,1350
BHW10,60,944
BHW10,61,0
BHW10,62,722
BHW10,63,298
BHW10,64,0
BHW10,65,0
BHW10,66,150
BHW10,67,344
BHW10,68,0
BHW10,69,550
BHW10,70,0
BHW10,71,150
BHW10,72,576
BHW10,73,150
BHW10,74,0
BHW10,75,576
BHW10,76,750
BHW10,77,170
mgval_0.50_9A,1,368
mgval_0.50_9A,2,47
mgval_0.50_9A,3,2
mgval_0.50_9A,4,2
mgval_0.50_9A,5,217
mgval_0.50_9A,6,184
mgval_0.50_9A,7,99
mgval_0.50_9A,8,4
mgval_0.50_9A,9,176
mgval_0.50_9A,10,311
mgval_0.50_9A,11,462
mgval_0.50_9A,12,128
mgval_0.50_9A,13,93
mgval_0.50_9A,14,107
mgval_0.50_9A,15,374
mgval_0.50_9A,16,25
mgval_0.50_9A,17,589
mgval_0.50_9A,18,331
mgval_0.50_9A,19,53
mgval_0.50_9A,20,51
mgval_0.50_9A,21,228
mgval_0.50_9A,22,97
mgval_0.50_9A,23,662
mgval_0.50_9A,24,425
mgval_0.50_9A,25,78
mgval_0.50_9A,26,183
mgval_0.50_9A,27,442
mgval_0.50_9A,28,375
mgval_0.50_9A,29,358
mgval_0.50_9A,30,219
mgval_0.50_9A,31,203
mgval_0.50_9A,32,129
mgval_0.50_9A,33,93
mgval_0.50_9A,34,222
mgval_0.50_9A,35,441
mgval_0.50_9A,36,241
mgval_0.50_9A,37,243
mgval_0.50_9A,38,356
mgval_0.50_9A,39,133
mgval_0.50_9A,40,56
mgval_0.50_9A,41,15
mgval_0.50_9A,42,61
mgval_0.50_9A,43,45
mgval_0.50_9A,44,216
mgval_0.50_9A,45,212
mgval_0.50_9A,46,137
mgval_0.50_9A,47,0
mgval_0.50_9A,48,1
mgval_0.50_9A,49,1
mgval_0.50_9A,50,46
CBMix14,1,0
CBMix14,2,178
CBMix14,3,156
CBMix14,4,408
CBMix14,5,462
CBMix14,6,342
CBMix14,7,160
CBMix14,8,132
CBMix14,9,4
CBMix14,10,16
CBMix14,11,364
CBMix14,12,868
CBMix14,13,576
CBMix14,14,398
CBMix14,15,984
CBMix14,16,510
CBMix14,17,214
CBMix14,18,440
CBMix14,19,30
CBMix14,20,84
CBMix14,21,16
CBMix14,22,418
CBMix14,23,1038
CBMix14,24,982
CBMix14,25,428
CBMix14,26,1342
CBMix14,27,1178
CBMix14,28,360
CBMix14,29,694
CBMix14,30,186
CBMix14,31,288
CBMix14,32,118
CBMix14,33,322
CBMix14,34,378
CBMix14,35,1046
CBMix14,36,270
CBMix14,37,520
CBMix14,38,76
CBMix14,39,456
CBMix14,40,568
CBMix14,41,986
CBMix14,42,800
CBMix14,43,306
CBMix14,44,1138
CBMix14,45,380
CBMix14,46,504
CBMix14,47,220
CBMix14,48,602
CBMix14,49,704
CBMix14,50,682
CBMix14,51,1130
CBMix14,52,206
CBMix14,53,276
CBMix14,54,634
CBMix14,55,1236
CBMix14,56,1158
CBMix14,57,1126
CBMix14,58,1456
CBMix14,59,1076
CBMix14,60,1016
CBMix14,61,684
CBMix14,62,1264
CBMix14,63,336
CBMix14,64,64
CBMix14,65,104
CBMix14,66,380
CBMix14,67,474
CBMix14,68,830
CBMix14,69,448
CBMix14,70,558
CBMix14,71,492
CBMix14,72,86
CBMix14,73,322
CBMix14,74,632
CBMix14,75,768
CBMix14,76,918
CBMix14,77,1066
CBMix14,78,440
CBMix14,79,766
CBMix14,80,692
CBMix14,81,1042
CBMix14,82,406
CBMix14,83,286
CBMix14,84,148
CBMix14,85,14
CBMix14,86,114
CBMix14,87,30
CBMix14,88,148
CBMix14,89,194
CBMix14,90,130
CBMix14,91,200
CBMix14,92,148
CBMix14,93,34
CBMix14,94,2
mggdb_0.25_2,1,6
mggdb_0.25_2,2,8
mggdb_0.25_2,3,4
mggdb_0.25_2,4,6
mggdb_0.25_2,5,14
mggdb_0.25_2,6,44
mggdb_0.25_2,7,26
mggdb_0.25_2,8,6
mggdb_0.25_2,9,10
mggdb_0.25_2,10,4
mggdb_0.25_2,11,0
mggdb_0.25_2,12,30
DI-NEARP-n422-Q8k,1,1440
DI-NEARP-n422-Q8k,2,7032
DI-NEARP-n422-Q8k,3,4236
DI-NEARP-n422-Q8k,4,2830
DI-NEARP-n422-Q8k,5,18172
DI-NEARP-n422-Q8k,6,9814
DI-NEARP-n422-Q8k,7,29130
DI-NEARP-n422-Q8k,8,15396
DI-NEARP-n422-Q8k,9,14024
DI-NEARP-n422-Q8k,10,2566
DI-NEARP-n422-Q8k,11,7150
DI-NEARP-n422-Q8k,12,8564
DI-NEARP-n422-Q8k,13,33772
DI-NEARP-n422-Q8k,14,9848
DI-NEARP-n422-Q8k,15,13974
DI-NEARP-n422-Q8k,16,15376
DI-NEARP-n422-Q8k,17,2828
DI-NEARP-n422-Q8k,18,5020
DI-NEARP-n422-Q8k,19,0
DI-NEARP-n422-Q8k,20,0
DI-NEARP-n422-Q8k,21,8690
DI-NEARP-n422-Q8k,22,32180
DI-NEARP-n422-Q8k,23,1416
DI-NEARP-n422-Q8k,24,237768
DI-NEARP-n422-Q8k,25,168430
DI-NEARP-n422-Q8k,26,2830
DI-NEARP-n422-Q8k,27,136362
DI-NEARP-n422-Q8k,28,11332
DI-NEARP-n422-Q8k,29,1416
DI-NEARP-n422-Q8k,30,169714
DI-NEARP-n422-Q8k,31,35450
DI-NEARP-n422-Q8k,32,4758
DI-NEARP-n422-Q8k,33,28630
DI-NEARP-n422-Q8k,34,11874
DI-NEARP-n422-Q8k,35,7444
DI-NEARP-n422-Q8k,36,0
DI-NEARP-n422-Q8k,37,0
DI-NEARP-n422-Q8k,38,35172
DI-NEARP-n422-Q8k,39,0
DI-NEARP-n422-Q8k,40,0
DI-NEARP-n422-Q8k,41,2950
DI-NEARP-n422-Q8k,42,0
DI-NEARP-n422-Q8k,43,2828
DI-NEARP-n422-Q8k,44,68
DI-NEARP-n422-Q8k,45,4
DI-NEARP-n422-Q8k,46,2828
DI-NEARP-n422-Q8k,47,195344
DI-NEARP-n422-Q8k,48,12600
DI-NEARP-n422-Q8k,49,11234
DI-NEARP-n422-Q8k,50,3936
DI-NEARP-n422-Q8k,51,11138
DI-NEARP-n422-Q8k,52,1416
DI-NEARP-n422-Q8k,53,0
DI-NEARP-n422-Q8k,54,109716
DI-NEARP-n422-Q8k,55,1416
DI-NEARP-n422-Q8k,56,9986
DI-NEARP-n422-Q8k,57,117052
DI-NEARP-n422-Q8k,58,3262
DI-NEARP-n422-Q8k,59,5642
DI-NEARP-n422-Q8k,60,896
DI-NEARP-n422-Q8k,61,0
DI-NEARP-n422-Q8k,62,0
DI-NEARP-n422-Q8k,63,2818
DI-NEARP-n422-Q8k,64,0
DI-NEARP-n422-Q8k,65,0
DI-NEARP-n422-Q8k,66,99244
DI-NEARP-n422-Q8k,67,1416
DI-NEARP-n422-Q8k,68,5646
DI-NEARP-n422-Q8k,69,1416
DI-NEARP-n422-Q8k,70,0
DI-NEARP-n422-Q8k,71,4966
DI-NEARP-n422-Q8k,72,34376
DI-NEARP-n422-Q8k,73,0
DI-NEARP-n422-Q8k,74,0
DI-NEARP-n422-Q8k,75,1416
DI-NEARP-n422-Q8k,76,0
DI-NEARP-n422-Q8k,77,0
DI-NEARP-n422-Q8k,78,0
DI-NEARP-n422-Q8k,79,170706
DI-NEARP-n422-Q8k,80,8478
DI-NEARP-n422-Q8k,81,0
DI-NEARP-n422-Q8k,82,1416
DI-NEARP-n422-Q8k,83,0
DI-NEARP-n422-Q8k,84,0
DI-NEARP-n422-Q8k,85,0
DI-NEARP-n422-Q8k,86,1416
DI-NEARP-n422-Q8k,87,0
DI-NEARP-n422-Q8k,88,1416
DI-NEARP-n422-Q8k,89,4944
DI-NEARP-n422-Q8k,90,0
DI-NEARP-n422-Q8k,91,0
DI-NEARP-n422-Q8k,92,0
DI-NEARP-n422-Q8k,93,22054
DI-NEARP-n422-Q8k,94,0
DI-NEARP-n422-Q8k,95,1416
DI-NEARP-n422-Q8k,96,0
DI-NEARP-n422-Q8k,97,0
DI-NEARP-n422-Q8k,98,0
DI-NEARP-n422-Q8k,99,0
DI-NEARP-n422-Q8k,100,0
DI-NEARP-n422-Q8k,101,0
DI-NEARP-n422-Q8k,102,0
DI-NEARP-n422-Q8k,103,0
DI-NEARP-n422-Q8k,104,5702
DI-NEARP-n422-Q8k,105,750
DI-NEARP-n422-Q8k,106,6750
DI-NEARP-n422-Q8k,107,12016
DI-NEARP-n422-Q8k,108,10794
DI-NEARP-n422-Q8k,109,54
DI-NEARP-n422-Q8k,110,2916
DI-NEARP-n422-Q8k,111,164
DI-NEARP-n422-Q8k,112,10960
DI-NEARP-n422-Q8k,113,5538
DI-NEARP-n422-Q8k,114,0
DI-NEARP-n422-Q8k,115,12592
DI-NEARP-n422-Q8k,116,5728
DI-NEARP-n422-Q8k,117,7696
DI-NEARP-n422-Q8k,118,32820
DI-NEARP-n422-Q8k,119,8436
DI-NEARP-n422-Q8k,120,26966
DI-NEARP-n422-Q8k,121,1282
DI-NEARP-n422-Q8k,122,1416
DI-NEARP-n422-Q8k,123,59440
DI-NEARP-n422-Q8k,124,45906
DI-NEARP-n422-Q8k,125,56326
DI-NEARP-n422-Q8k,126,61154
DI-NEARP-n422-Q8k,127,0
DI-NEARP-n422-Q8k,128,25588
DI-NEARP-n422-Q8k,129,0
DI-NEARP-n422-Q8k,130,40708
DI-NEARP-n422-Q8k,131,28362
DI-NEARP-n422-Q8k,132,37552
DI-NEARP-n422-Q8k,133,0
DI-NEARP-n422-Q8k,134,2744
DI-NEARP-n422-Q8k,135,0
DI-NEARP-n422-Q8k,136,0
DI-NEARP-n422-Q8k,137,74254
DI-NEARP-n422-Q8k,138,1416
DI-NEARP-n422-Q8k,139,616
DI-NEARP-n422-Q8k,140,4228
DI-NEARP-n422-Q8k,141,4236
DI-NEARP-n422-Q8k,142,2828
DI-NEARP-n422-Q8k,143,44206
DI-NEARP-n422-Q8k,144,0
DI-NEARP-n422-Q8k,145,64782
DI-NEARP-n422-Q8k,146,123486
DI-NEARP-n422-Q8k,147,1416
DI-NEARP-n422-Q8k,148,239880
DI-NEARP-n422-Q8k,149,7052
DI-NEARP-n422-Q8k,150,7048
DI-NEARP-n422-Q8k,151,4
DI-NEARP-n422-Q8k,152,1738
DI-NEARP-n422-Q8k,153,50658
DI-NEARP-n422-Q8k,154,2830
DI-NEARP-n422-Q8k,155,45848
DI-NEARP-n422-Q8k,156,8190
DI-NEARP-n422-Q8k,157,44668
DI-NEARP-n422-Q8k,158,1416
DI-NEARP-n422-Q8k,159,1416
DI-NEARP-n422-Q8k,160,2828
DI-NEARP-n422-Q8k,161,81804
DI-NEARP-n422-Q8k,162,83052
DI-NEARP-n422-Q8k,163,77136
DI-NEARP-n422-Q8k,164,5646
DI-NEARP-n422-Q8k,165,53256
DI-NEARP-n422-Q8k,166,67940
DI-NEARP-n422-Q8k,167,0
DI-NEARP-n422-Q8k,168,248788
DI-NEARP-n422-Q8k,169,2826
DI-NEARP-n422-Q8k,170,59026
DI-NEARP-n422-Q8k,171,9178
DI-NEARP-n422-Q8k,172,0
DI-NEARP-n422-Q8k,173,12484
DI-NEARP-n422-Q8k,174,30044
DI-NEARP-n422-Q8k,175,4224
DI-NEARP-n422-Q8k,176,14004
DI-NEARP-n422-Q8k,177,0
DI-NEARP-n422-Q8k,178,121492
DI-NEARP-n422-Q8k,179,45962
DI-NEARP-n422-Q8k,180,18376
DI-NEARP-n422-Q8k,181,0
DI-NEARP-n422-Q8k,182,0
DI-NEARP-n422-Q8k,183,0
DI-NEARP-n422-Q8k,184,39392
DI-NEARP-n422-Q8k,185,5078
DI-NEARP-n422-Q8k,186,29986
DI-NEARP-n422-Q8k,187,1416
DI-NEARP-n422-Q8k,188,1416
DI-NEARP-n422-Q8k,189,2830
DI-NEARP-n422-Q8k,190,0
DI-NEARP-n422-Q8k,191,0
DI-NEARP-n422-Q8k,192,0
DI-NEARP-n422-Q8k,193,0
DI-NEARP-n422-Q8k,194,6790
DI-NEARP-n422-Q8k,195,4348
DI-NEARP-n422-Q8k,196,239502
DI-NEARP-n422-Q8k,197,0
DI-NEARP-n422-Q8k,198,0
DI-NEARP-n422-Q8k,199,0
DI-NEARP-n422-Q8k,200,0
DI-NEARP-n422-Q8k,201,4212
DI-NEARP-n422-Q8k,202,0
DI-NEARP-n422-Q8k,203,31966
DI-NEARP-n422-Q8k,204,5810
DI-NEARP-n422-Q8k,205,237690
DI-NEARP-n422-Q8k,206,1416
DI-NEARP-n422-Q8k,207,0
DI-NEARP-n422-Q8k,208,4966
DI-NEARP-n422-Q8k,209,1846
DI-NEARP-n422-Q8k,210,1416
DI-NEARP-n422-Q8k,211,2830
DI-NEARP-n422-Q8k,212,4042
DI-NEARP-n422-Q8k,213,7784
DI-NEARP-n422-Q8k,214,5486
DI-NEARP-n422-Q8k,215,1050
DI-NEARP-n422-Q8k,216,5604
DI-NEARP-n422-Q8k,217,0
DI-NEARP-n422-Q8k,218,1712
DI-NEARP-n422-Q8k,219,0
